"","Artists_names","titles","links"
"956","Mary D Thomson","Circo Togni, Ravenna (1957)","https://collections.ed.ac.uk/art/record/21114?highlight=*:*"
"957","Paul Duffus","Small relief with figure in clerical dress","https://collections.ed.ac.uk/art/record/20611?highlight=*:*"
"958","George Donald","Unknown (1949)","https://collections.ed.ac.uk/art/record/50452?highlight=*:*"
"959","Unknown","Minotaur","https://collections.ed.ac.uk/art/record/102661?highlight=*:*"
"960","A Sinclair","Kneeling Male Nude (1965-1966)","https://collections.ed.ac.uk/art/record/21174?highlight=*:*"
"961",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21978?highlight=*:*"
"962",NA,"Portrait of a Man","https://collections.ed.ac.uk/art/record/21471?highlight=*:*"
"963","Carol Binnie","15th Century Italian (Feb 1982)","https://collections.ed.ac.uk/art/record/21976?highlight=*:*"
"964","Sylvia Mackiewicz","View from a Window","https://collections.ed.ac.uk/art/record/21453?highlight=*:*"
"965","James Fairgrieve","Dog (1966)","https://collections.ed.ac.uk/art/record/21345?highlight=*:*"
"966","Ann F Ward","Untitled - Print of Figures Lying in a Garden (1962)","https://collections.ed.ac.uk/art/record/99337?highlight=*:*"
"967","Wilson","Untitled (1965)","https://collections.ed.ac.uk/art/record/22485?highlight=*:*"
"968","William S. T. Brodie","The Dive (1966)","https://collections.ed.ac.uk/art/record/22601?highlight=*:*"
"969","Kirsty Ratt","Portrait of a Man","https://collections.ed.ac.uk/art/record/21439?highlight=*:*"
"970","Unknown","Angel Playing Pipes","https://collections.ed.ac.uk/art/record/20608?highlight=*:*"
"971","Unknown","Seated Female Nude with Striped Floor Drape","https://collections.ed.ac.uk/art/record/22642?highlight=*:*"
"972","Jennifer M. Hughes","Untitled (1969)","https://collections.ed.ac.uk/art/record/99837?highlight=*:*"
"973","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53693?highlight=*:*"
"974","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21621?highlight=*:*"
"975","Marjorie Wallace","View of a Street and Market (1948)","https://collections.ed.ac.uk/art/record/20853?highlight=*:*"
"976","Hugh Deans","Unknown (1960)","https://collections.ed.ac.uk/art/record/53572?highlight=*:*"
"977","Paul Duffus","Body Print (1982)","https://collections.ed.ac.uk/art/record/21965?highlight=*:*"
"978","Sheila Arnot","Snow Covered Landscape","https://collections.ed.ac.uk/art/record/21479?highlight=*:*"
"979","Ahjae Lim","Untitled (2002)","https://collections.ed.ac.uk/art/record/99936?highlight=*:*"
"980","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53542?highlight=*:*"
"981","Wilhelmina Barns-Graham CBE HRSA HRSW","Water Dance (Porthmeor) IV (2006)","https://collections.ed.ac.uk/art/record/54753?highlight=*:*"
"982","Unknown","Part of petticoat","https://collections.ed.ac.uk/art/record/100004?highlight=*:*"
"983","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50419?highlight=*:*"
"984","Louisa Burnett Hall","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21958?highlight=*:*"
"985","Alistair T. B. Burns","Falling Figure in an Autumn Valley (1968)","https://collections.ed.ac.uk/art/record/22589?highlight=*:*"
"986","Kate McKenzie","Untitled (1991-1992)","https://collections.ed.ac.uk/art/record/21993?highlight=*:*"
"987","Fiona Hewitt","Unknown","https://collections.ed.ac.uk/art/record/53599?highlight=*:*"
"988","Michael Douleny","Portrait of a Man","https://collections.ed.ac.uk/art/record/21480?highlight=*:*"
"989","Ann F Ward","La Messe de Minuit - Église St Eustache (1963)","https://collections.ed.ac.uk/art/record/99342?highlight=*:*"
"990","Paul Feiler","Aduton 51 (1977)","https://collections.ed.ac.uk/art/record/21666?highlight=*:*"
"991","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50382?highlight=*:*"
"992","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21633?highlight=*:*"
"993","C Byron","Standing Woman (1959)","https://collections.ed.ac.uk/art/record/20915?highlight=*:*"
"994","Andrew Arnott","Untitled (1986)","https://collections.ed.ac.uk/art/record/21626?highlight=*:*"
"995","Eileen Duncan","Standing Female Nude (1953)","https://collections.ed.ac.uk/art/record/20929?highlight=*:*"
"996","Frances Walker","Portrait of Seated Man in Uniform (1952)","https://collections.ed.ac.uk/art/record/20848?highlight=*:*"
"997","Ruth Stiven","Unknown (1975)","https://collections.ed.ac.uk/art/record/50398?highlight=*:*"
"998","Carole V Danielson","Portrait of a Woman (1964)","https://collections.ed.ac.uk/art/record/21346?highlight=*:*"
"999","Unknown","Untitled","https://collections.ed.ac.uk/art/record/102671?highlight=*:*"
"1000","Mollie Parker","Seated Male Nude (Circa 1953)","https://collections.ed.ac.uk/art/record/20948?highlight=*:*"
"1001","Joanne Leonie Milne","Architectural Scene","https://collections.ed.ac.uk/art/record/21451?highlight=*:*"
"1002","Unknown","Armorial panel from left tower of Mar's Wark, Stirling (Pre 1893)","https://collections.ed.ac.uk/art/record/20555?highlight=*:*"
"1003","Joanne Leonie Milne","Untitled (1989)","https://collections.ed.ac.uk/art/record/21909?highlight=*:*"
"1004","Richard McNeill","Portrait of a Young Woman (1958)","https://collections.ed.ac.uk/art/record/20890?highlight=*:*"
"1005","Jane V Hyslop","San Gimignano from the Fields (1989)","https://collections.ed.ac.uk/art/record/21693?highlight=*:*"
"1006","Alexander S Campbell","Portrait of a Man (1955)","https://collections.ed.ac.uk/art/record/21316?highlight=*:*"
"1007","Jacqueline A N Stieger","Self Portrait","https://collections.ed.ac.uk/art/record/22699?highlight=*:*"
"1008","Peter G. Collins","March Morning (Circa 1956)","https://collections.ed.ac.uk/art/record/22648?highlight=*:*"
"1009","Richard Wright","Self Portrait (Nov 1981)","https://collections.ed.ac.uk/art/record/20771?highlight=*:*"
"1010","Fiona Carlisle","Untitled (1974)","https://collections.ed.ac.uk/art/record/21594?highlight=*:*"
"1011","Elizabeth Blackadder","Seated Man and Woman","https://collections.ed.ac.uk/art/record/20775?highlight=*:*"
"1012","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53650?highlight=*:*"
"1013","Bridget Steed","Self portrait (2006)","https://collections.ed.ac.uk/art/record/99857?highlight=*:*"
"1014","Roselyn M Underwood","Untitled - Leaning Semi-Nude Male (1962)","https://collections.ed.ac.uk/art/record/99443?highlight=*:*"
"1015","Anna Warsop","Aerial (2007)","https://collections.ed.ac.uk/art/record/99904?highlight=*:*"
"1016","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53518?highlight=*:*"
"1017","Margaret Lothian","Untitled - Nude Male and Reflection (1967)","https://collections.ed.ac.uk/art/record/99271?highlight=*:*"
"1018","Wilhelmina Barns-Graham CBE HRSA HRSW","Vision in Time III (2006)","https://collections.ed.ac.uk/art/record/54752?highlight=*:*"
"1019","Sir William George Gillies","Temple Cottage, Temple, View of Garden","https://collections.ed.ac.uk/art/record/99221?highlight=*:*"
"1020","Ernest S. Lumsden","Evening Jaipur No.2","https://collections.ed.ac.uk/art/record/21750?highlight=*:*"
"1021","David Michie","Standing Male Nude with Staff (Circa 1952)","https://collections.ed.ac.uk/art/record/21035?highlight=*:*"
"1022","Fiona C MacCormick","Reclining Female Nude (1955)","https://collections.ed.ac.uk/art/record/21014?highlight=*:*"
"1023","Emma Gillies","Hand Thrown Pot","https://collections.ed.ac.uk/art/record/53734?highlight=*:*"
"1024","Alistair Banks","Charioteer facing right","https://collections.ed.ac.uk/art/record/20660?highlight=*:*"
"1025","Sigrid Gordon","Orange Abstract (1987)","https://collections.ed.ac.uk/art/record/22724?highlight=*:*"
"1026","Margaret Clyde","Interior Scene","https://collections.ed.ac.uk/art/record/21462?highlight=*:*"
"1027","Jean I. Beattie","Metope 5, south entablature, Parthenon (1837)","https://collections.ed.ac.uk/art/record/20650?highlight=*:*"
"1028","Kirkland Main","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21879?highlight=*:*"
"1029","A Wrever","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20920?highlight=*:*"
"1030","Unknown","Untitled","https://collections.ed.ac.uk/art/record/99988?highlight=*:*"
"1031",NA,"Standing Male Nude","https://collections.ed.ac.uk/art/record/20859?highlight=*:*"
"1032",NA,"Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21807?highlight=*:*"
"1033","Marjorie Wallace","Bank of the Amstel, Amsterdam (30 Aug 1948)","https://collections.ed.ac.uk/art/record/50448?highlight=*:*"
"1034","Sheena Page","Portrait of a Young Man (1948)","https://collections.ed.ac.uk/art/record/21070?highlight=*:*"
"1035","Pavlov Chailly","Study for picture 'Waking of Brynhildr' (1897)","https://collections.ed.ac.uk/art/record/50471?highlight=*:*"
"1036","James T. Ferguson","Unknown (1950)","https://collections.ed.ac.uk/art/record/53499?highlight=*:*"
"1037","Unknown","Standing Male Nude (1952)","https://collections.ed.ac.uk/art/record/21222?highlight=*:*"
"1038","Mark Osborne","144 (2015)","https://collections.ed.ac.uk/art/record/53774?highlight=*:*"
"1039","James B. Thomson","Untitled - Figures and Bicycles in the City (1965-1966)","https://collections.ed.ac.uk/art/record/99450?highlight=*:*"
"1040","June Hanlon","Untitled (1967)","https://collections.ed.ac.uk/art/record/22019?highlight=*:*"
"1041","Elizabeth Gourlay","The Fruitstand (Unknown)","https://collections.ed.ac.uk/art/record/21777?highlight=*:*"
"1042","Unknown","Unknown (Circa 1890)","https://collections.ed.ac.uk/art/record/50467?highlight=*:*"
"1043","Jon McNaught","Untitled (2007)","https://collections.ed.ac.uk/art/record/99890?highlight=*:*"
"1044","Kerry Watson","Still Life (1994-1995)","https://collections.ed.ac.uk/art/record/21450?highlight=*:*"
"1045","Eduardo Luigi Paolozzi KBE, RA","Nettleton (1977)","https://collections.ed.ac.uk/art/record/21698?highlight=*:*"
"1046","Leonard I. H. Gray","Unknown","https://collections.ed.ac.uk/art/record/53486?highlight=*:*"
"1047","W Bryden","Seated Male Nude (1959)","https://collections.ed.ac.uk/art/record/21108?highlight=*:*"
"1048","Alexander Cree","Unknown","https://collections.ed.ac.uk/art/record/50547?highlight=*:*"
"1049","Gwendoline Rodger","Seated Male Nude (1961)","https://collections.ed.ac.uk/art/record/21289?highlight=*:*"
"1050","Rita Marhaug","Untitled (2007)","https://collections.ed.ac.uk/art/record/99979?highlight=*:*"
"1051","Ann F Ward","Marché, rue Mouffetard (1963)","https://collections.ed.ac.uk/art/record/99341?highlight=*:*"
"1052","Ian Lawson","Seated Male Nude (Sean Connery) (1952)","https://collections.ed.ac.uk/art/record/21418?highlight=*:*"
"1053","Andrew P. W. Conkie","Unknown (1957)","https://collections.ed.ac.uk/art/record/50523?highlight=*:*"
"1054","Kirkland Main","Standing Male Nude (1964)","https://collections.ed.ac.uk/art/record/21169?highlight=*:*"
"1055","John W. Corner","Unknown (1950)","https://collections.ed.ac.uk/art/record/50521?highlight=*:*"
"1056","Robin Crawford","Natural Geometry series (a) (2015)","https://collections.ed.ac.uk/art/record/53771?highlight=*:*"
"1057","Jane Watt","Opuntia Lencotricha (1993-1994)","https://collections.ed.ac.uk/art/record/99457?highlight=*:*"
"1058","Alison Hutton","Untitled - View From a Bath (1968)","https://collections.ed.ac.uk/art/record/99272?highlight=*:*"
"1059","Barbara C. Balmer","Self Portrait (1951)","https://collections.ed.ac.uk/art/record/22708?highlight=*:*"
"1060","Gordon Bryce","Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965)","https://collections.ed.ac.uk/art/record/99278?highlight=*:*"
"1061","Sally E. Oswald","Composition with Hieroglyphics, Signs and Symbols (Circa 1977)","https://collections.ed.ac.uk/art/record/22561?highlight=*:*"
"1062","Derek McGuire","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21912?highlight=*:*"
"1063","John Johnstone","Unknown (1960)","https://collections.ed.ac.uk/art/record/53550?highlight=*:*"
"1064","Jean Fayrer","Unknown (Apr 1964)","https://collections.ed.ac.uk/art/record/50498?highlight=*:*"
"1065","Ursula Giles","Unknown","https://collections.ed.ac.uk/art/record/53489?highlight=*:*"
"1066","Rose Rifat","Self Portrait (1956)","https://collections.ed.ac.uk/art/record/21189?highlight=*:*"
"1067","Thomas T Robertson","Riders: Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20707?highlight=*:*"
"1068","Ken McLennan","Portrait of a Woman (1954)","https://collections.ed.ac.uk/art/record/21206?highlight=*:*"
"1069","Jean M. A. Conacher","Untitled (1973)","https://collections.ed.ac.uk/art/record/21844?highlight=*:*"
"1070","Zoë Telford","Untitled","https://collections.ed.ac.uk/art/record/112354?highlight=*:*"
"1071","Leslie Johns","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21619?highlight=*:*"
"1072",NA,"Unknown (1963)","https://collections.ed.ac.uk/art/record/50435?highlight=*:*"
"1073","Alastair R. W. Hearsum","Composition with Black Square (1981)","https://collections.ed.ac.uk/art/record/22552?highlight=*:*"
"1074","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53515?highlight=*:*"
"1075","John Brown","Diddly Doodly (2006)","https://collections.ed.ac.uk/art/record/99953?highlight=*:*"
"1076","Robbie Bushe","Man Against Yellow Wall (1985-1986)","https://collections.ed.ac.uk/art/record/21520?highlight=*:*"
"1077","Robert Rivers","Untitled (1983)","https://collections.ed.ac.uk/art/record/99810?highlight=*:*"
"1078","Daisy Lafarge","Not For Gain (2016)","https://collections.ed.ac.uk/art/record/99238?highlight=*:*"
"1079","Unknown","Nun with Two Workmen in a Country Landscape","https://collections.ed.ac.uk/art/record/22557?highlight=*:*"
"1080","Rachel Hill","Untitled (2014)","https://collections.ed.ac.uk/art/record/47451?highlight=*:*"
"1081","Alan Davie","Abstract with Circles (Circa 1945)","https://collections.ed.ac.uk/art/record/20749?highlight=*:*"
"1082","Emma Gillies","Side Plate","https://collections.ed.ac.uk/art/record/53616?highlight=*:*"
"1083","Dr Ainslie Yule","Untitled","https://collections.ed.ac.uk/art/record/99533?highlight=*:*"
"1084","David C Duke","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21979?highlight=*:*"
"1085","Unknown","Tapestry fragment","https://collections.ed.ac.uk/art/record/102673?highlight=*:*"
"1086","Brodie","Figure in a Garden, Florence (1946)","https://collections.ed.ac.uk/art/record/50495?highlight=*:*"
"1087","Gordon Bryce","Untitled - Figure Drawing of A Woman with Pig Tails (1965)","https://collections.ed.ac.uk/art/record/99281?highlight=*:*"
"1088","Walter Rogalski","Fiddlers (1952)","https://collections.ed.ac.uk/art/record/21656?highlight=*:*"
"1089","John O'Neill","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/21155?highlight=*:*"
"1090","Laura Guoke","Charioteers and horses from North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20734?highlight=*:*"
"1091","Emma Gillies","Schizophrenia (2007)","https://collections.ed.ac.uk/art/record/99903?highlight=*:*"
"1092",NA,"Plate","https://collections.ed.ac.uk/art/record/53674?highlight=*:*"
"1093","Marjorie Wallace","Unknown (1948)","https://collections.ed.ac.uk/art/record/50446?highlight=*:*"
"1094","Wendy McMurdo","Fossil Life (1984)","https://collections.ed.ac.uk/art/record/21883?highlight=*:*"
"1095","Gwen Reilly","Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/21152?highlight=*:*"
"1096","David C Duke","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21983?highlight=*:*"
"1097","Rolandos Rimkunas","Unknown (1993)","https://collections.ed.ac.uk/art/record/99851?highlight=*:*"
"1098","Robert Rivers","Untitled (1983)","https://collections.ed.ac.uk/art/record/99807?highlight=*:*"
"1099","Margaret Proudfoot","Reclining Female Nude (1954)","https://collections.ed.ac.uk/art/record/21260?highlight=*:*"
"1100","Maureen Baird","Unknown","https://collections.ed.ac.uk/art/record/50622?highlight=*:*"
"1101","W Baxter","Portrait of a Woman (1952)","https://collections.ed.ac.uk/art/record/21205?highlight=*:*"
"1102","Unknown","Chinese sleeveband. waves","https://collections.ed.ac.uk/art/record/102703?highlight=*:*"
"1103","Jean I. Beattie","Kneeling Female Nude (1959)","https://collections.ed.ac.uk/art/record/20924?highlight=*:*"
"1104","Madelaine Philip","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20711?highlight=*:*"
"1105","Alistair Bell","Portrait of a Woman (1951)","https://collections.ed.ac.uk/art/record/21233?highlight=*:*"
